	id	sentence1	sentence2	is_duplicate
176986	7444c8c5e4df37a621bd1bd03	What is the method of learning organic chemistry?	What are the ways to learn organic chemistry?	1.0
88239	996281fe5f657bcd5a329f18b	How much time does it take for activation of Jio SIM ?	What is the minimum or maximum time period for the activation of Jio sim for calling?	0.0
169113	ed03f9e49d14b9b1b1474fe8a	What is the most important thing in a relationship?	What is the best thing you have in your relationship?	1.0
9836	beb0005c181fcaf28f4a8c0d2	Is Mars definitely habitable?	Is Mars habitable?	1.0
335661	a879e206eea2ceb589bd6f10d	What is the difference between mind and brain?	What is the mind and how is it different from the brain?	1.0
243285	7d2326432bc511e1ccb1cc3b0	What is the average lifespan of a ladybug?	What is the average lifespan of an insect?	0.0
259582	c54a1a14913931357ff8fbf6f	Why do I find English so easy to learn?	Why is it so hard to learn English?	0.0
184559	61a6c9a5fd8c5d13bb81f1e5b	What are some of the funniest Indian typos?	What are some of the funniest typos of all time?	0.0
399203	63c02d3c34b603152a62554a4	Why did my cat do this to me? She listened to my commands after this happened? She held me down on the floor for 20 minutes?	Why do cats do this?	0.0
364015	baa56d7bd555fb57398d958d1	Is Chicago turning into another Detroit?	Is Chicago in danger of becoming the next Detroit?	1.0
397172	d866c786207fb70fe9accff17	From the core of the sun to the corona, what is the temperature distribution?	The inner core of the Sun is very hot. The outer corona is the second part of the hottest. How is it possible?	0.0
32044	33d40c66f924bcb8f35ecb476	What are the health benefits of brandy and whiskey?	What are some of the healthiest foods to eat?	0.0
256083	dbadc64f68419eccfbf3d9f6e	If the Elder Wand belonged to Harry, then how come the Avada Kedavra spell didn't backfire on Voldemort in the forest?	Why did Voldemort use Nagini to kill Snape instead of Avada Kedavra?	0.0
354359	9f3bc68f71dfcef081fabaab0	"""Which is correct? """"You are coming today, Is it?"""" or """"You are coming today, are you?"""""""	Which one is correct grammatically, I will go with you or I will come with you?	0.0
136870	8d3da9adf8701f7dde41fd155	How we start preparation for IAS?	When should one start preparation for IAS?	0.0
373139	6db880425997f71ba42dacd88	How do I Activate USB Charging option in in Sleep Mode of Laptop in HP Notebook..MODEL-15-be005TU?	What is the difference between Kinnar and Gay?	0.0
387620	56da950744bdc1c255877d9e0	How do I make 3$ to 10$ per day?	How can I make $10 per day or $100?	0.0
314019	13217484cabd1660ecf0f7659	What is the difference between a hamster and a rabbit?	What are the differences between gerbils and hamsters?	0.0
228471	b0eb649183878094a2d321caa	Can raising a dog teach me how to raise a child?	How can I prepare SBI SCO IT manager in only one month?	0.0
42933	a57dab4f883b0e30ba2a840b6	I have an MTech degree from a good engineering college. Will qualifying for the NET exam help me to get a lectureship at a good government university?	What are the procedures or steps to be a lecturer in a government engineering college after getting qualified in NET? Should I need to write a PSC exam when vacancies are there?	0.0
129833	e71291f8ba01971dd92dbfddd	Why does vanilla extract have alcohol in it?	Is the vanilla extract in chocolates alcoholic?	0.0
2155	3919bd3806f2e966fa18e0e35	Data Recovery: I've lost all my contacts on my iPhone, however they are all there in iCloud. How can I get them back onto my iPhone?	How do I recover the lost contacts from an iPhone 6?	0.0
140669	4a2d624528f7207c2d7007959	Why are videogames addictive?	Why are video games so addictive?	1.0
362647	3658cee691cb98f2d601d1403	If I appeared in both neet 1 and 2, will it be called to have made two attempts?	Will I get a refund on Tatkal booking if I have 1 confirmed booking and 2 in waiting but both passengers decide to not to travel?	0.0
334409	589dcc1ffb0fbf0432cf93522	How do I start preparing for IAS exam? How much time should I spend on which subject?	As an engineering 3rd year student what should I start preparing for IAS exam?	1.0
352896	a55e5f5619055c1a3e115ae53	What are some of the short stories?	What are some great short stories with a twist ending?	0.0
29422	d65b2b7619b318b2073ab6c93	How do you unblock a blocked account on Quotev? How do you block an account on Quotev?	How do I fix a temporary block on my Instagram account?	0.0
335082	b7d0942c083146aa9a8a374fc	When will I ever find my calling?	How do I find my calling?	0.0
151381	efff9e35090717451b85913b2	What is here and not there?	Why are we on this planet?	0.0
40457	6a6ed1fbd44bd5a6479d0a682	Is the internet the greatest invention, after electricity, in physics?	Which is the greatest invention to date?	0.0
292469	8584c3960da717984c9aed33a	Why am I not getting a job after completing my BCA?	How much salary will I get after completing my BCA?	0.0
311836	67bbfb2b57cabe154da582cbc	Is it bad for me or my dog to give him too much affection?	I love my dog too much and thus give her kisses constantly. How can I learn to love her less?	0.0
56130	c1fdbc9fde1e2b9a466e48625	Why do people hate Sachin Tendulkar?	Why do some people hate Sachin Tendulkar?	1.0
335138	13e07c8679a4f9179b9a26949	What should I do if there's a scraping sound while driving?	What causes a car to vibrate while you are driving?	0.0
387561	74f3fd7979e35df753fb1c3fc	What are the differences between Shia & Sunni sects of Muslims?	What are the differences between Shia and Sunni Muslims?	1.0
233323	a8f27602b94c233cdcf38871e	What importance did castles have during the Middle Ages?	Why were castles so important in the middle ages?	1.0
191102	9b45ab12da97b4f06b26907e9	Is falling in love with your best friend the worst thing?	Love: What is it like to fall in love with your best friend?	0.0
244465	89826c8bb22b0fdc1a5f72aec	What caused the big bang and has there been more than one bang?	How was Big Bang created?	1.0
214591	a6e8ad3e7e623164ab2b33817	How do you buy a car off of Craigslist?	How can you safely buy a car from Craigslist?	1.0
388484	40aff9dade33c2bd5572de30a	Where can I buy custom printed lanyards in Melbourne?	Where can I get carefully designed promotional lanyards in Melbourne?	1.0
122918	23c3ecf6d4195ba17c56ebaa9	When do you know you should take a break from work and get back to studies?	When you study and you've just finished 1 project over the summer then returned to studies and work, how can you feel revived without going on a holiday?	0.0
51103	edb002bb3c4810f781fd8c14d	What is the acidic order of o-nitro phenol, m-nitro phenol & p-nitro phenol & why?	Which is more acidic phenol or alcohol?	0.0
213060	82f8d4874539a614f3bd438e4	"""Is """"nothing"""" merely a concept?"""	"""If """"nothing"""" is a concept, and a concept is something, then is nothing something?"""	0.0
89473	e557cc5f55bb5655b7d2641fa	What is the best rewards credit card?	What are the best credit card offers?	1.0
167553	490482f7e5ec9157f745cd247	How does Venmo make money?	Is Venmo really making its users more petty?	0.0
107521	607d1f4d4a9a7d37c2b747fe8	"""What do modern Japanese think of """"The Mikado” by Gilbert and Sullivan?"""	"""What do the Japanese think of the Gilbert and Sullivan opera, """"The Mikado?"""""""	1.0
131187	0c61fcb7a40c15ef2d8964083	Who needs dog training?	How are assistance dogs trained?	0.0
232038	e5fcfc61226353a0505642ed4	What impact do the different size tracks have on NASCAR racing?	What impact do the different sizes tracks have on NASCAR racing?	1.0
263926	f0922fed4b673ae55f8460ab5	I'm 17 years old and I want to be a millionaire by 24. What are the best ways for me to achieve this?	I am a 24 year old software engineer and want to be a government officer. I missed this year's SSC exam but badly want to switch my career from a private job to a government job as I am really fed up in the IT industry. What other options do I have apart from SSC or should I wait for next year?	0.0
174688	a6b4fbba52f144527ed8ca4a9	How does one master flying airplanes?	As an airplane pilot, what is your favorite place to fly over?	0.0
355960	0c2d78ab65574e00d264ee22a	How does A36 mild steel and SS400 differ?	What is the value of the modulus of elasticity of mild steel?	0.0
114595	e1eb1a837d305cb9f6c9037a0	How is it to move from India to Australia?	How do I move to Australia from India?	0.0
306251	d5244e6d45b366cb4579918bc	Why does the earth revolve around the sun?	Why are the orbits of planets elliptical?	0.0
67803	f5f79fbf25ae4d66653a643ca	What's the most common thing that ruins lives?	What are the common mistakes people make that ruin their lives?	1.0
210617	8b402c817ea3d62e90699cd1d	Do spiritually awakened persons have sex?	Are you spiritually awakened?	0.0
1898	949ea9e652a31b41efcd7d2a1	Hurricane Sandy (October 2012): What are stores selling out of as people prepare for the storm to hit?	What was the impact of Hurricane Sandy?	0.0
74595	bcdad40a97faebfadd7e992af	Can an email which has been deleted from the trash box of Gmail be retrieved?	How can I recover my emails from my Gmail account?	0.0
47108	9ef090c18d6c7cb7992dd5cb8	What are benefits of being a teacher?	What are some benefits of being a teacher that outweigh the bad?	1.0
319403	a6af31e45d7fcbe859723a968	How can some people still believe the world is flat?	Why are there still people who believe the world is flat?	1.0
81100	32a371ce5b124bf81fc841260	What are the arguments for and against Brexit?	What were some arguments for and against brexit?	1.0
194910	b476b5931e03c22ad9758df0a	What does a commercial barrister in the UK actually do?	How difficult is it to become a barrister in the U.K?	0.0
86311	310b851949d0ebb7fa34c6dd8	I'm turning 18. What advice would you give me based on your experience?	I am an indian, I am a 16 year old girl who wants to become a supermodel when I turn 18. Can somebody help me, give me an advice or could tell me where should I go?	0.0
285138	91da90ff755c3c0428a58fc6f	Are aliens demons?	Fallen Angels: Does the Bible view aliens as demons?	1.0
200536	f22519038b0a1e9e337b26ed6	How safe is the paleo diet?	Is a vegetarian paleo diet safe?	0.0
34460	755c0e09532f8fd4d178dbfb9	What is a strip club like?	Does India have strip clubs?	0.0
141689	ba3e6d25940b1b7efae46a4e4	What are the different types of map scales?	What are the different types of maps?	0.0
255640	2c08af65281cd6d1da981b55e	How is the life of a commercial pilot in India? 	What is the scope of a commercial pilot in 2017 in India?	0.0
345407	cea14584a9af0249f9017fc20	How do I replace a Clash of Clans account on a new phone with an older account from another phone?	Could the new haste spell replace the rage spell in Clash of Clans?	0.0
74968	832b30e602fba5d1d1dc7c1f0	Could you give me some movie or series titles that are idioms or expressions? For example: House of Cards, Blue Bloods or Lost in Translation.	"""What do you think of movies that start with """"the"""" in the title?"""	0.0
150148	16e279593a91fcd05c50291b3	I judge everybody and only find out flaws . I don't respect anybody; not even myself . How to sort it out?	I don't have jio sim no. on its pack. what should I do?	0.0
110742	219f5e7c016875b59cad8538b	"""How is the new Harry Potter book """"Harry Potter and the Cursed Child""""?"""	How bad is the new book by J.K Rowling?	1.0
366960	8e9fd6a8d5bde554992c7a1e2	How much do strippers make at Scores?	How much do strippers make?	0.0
322574	c8c8315f3555317f4aa765c71	What is Hillary Clinton`s stance on India?	What is Hillary Clinton's stand on relations with India?	1.0
310687	16d619f2bd09454ec9cca91c7	What is the worst place to live in india?	What is the worst place in the world to live?	0.0
139278	1b608469bc5c55a453d5f557a	The role of press in democracy?	Can I leave mashed potatoes on the counter for 8 hours and reheat them? Or would they be spoiled?	0.0
319825	ff5ba79666c1be6941082a114	Would you prefer to be a man like Steve Jobs or a man who lived in Alaska with no responsibility or pride?	What life advice would you give to a wife who lives with a man who does not talk to her or anyone else in the family, lost his job 5 years ago, and doesn't talk to his children? She manages the household on her own. Is it okay for her to just be happy managing things and enjoying the kids?	0.0
55067	f9a87e56701bd6394cb51c352	What mean by alkali?	What is alkali?	1.0
116233	da9c8d48718ab164b130845ea	This is scam website?	How do I check if any website is a scam or legit?	1.0
301415	6b41c196df9a55d2660d9540f	"""What does it mean men say """"need to take some time"""" in a relationship?"""	"""What does it mean when a guy says """"need some time"""" in a relationship?"""	1.0
302254	592ba4e8bf9612493090247cf	What are the safety precautions on handling shotguns proposed by the NRA in New Hampshire?	What are the safety precautions on handling shotguns proposed by the NRA in Georgia?	1.0
32068	3f964d97f9f7a444077969fd9	What is your favorite Pokémon in Pokémon GO?	What is your favorite Pokémon and why?	0.0
54526	86d7de0078b46d6738bc7ad28	Is it realistic that Sherlock does not know the identity of one of the characters?	How did Sherlock know Vivian was the one who betrayed Agra?	0.0
367576	3fdbdba405ef4e12c91734920	How do I lose stubborn belly fat?	What are some good ways to get rid of belly fat?	1.0
250230	29d92361a5a3f688407084976	What are the risks of letting your mom sleep in bed with you?	How do I get my wife to let me sleep in the bed?	0.0
294282	bd577f94e1fbbf406268b3672	What are the best cello strings?	Is P2P lending in China basically a scam, as claimed by the CEO of Fosun?	0.0
151603	820cbb1f8f89d55b20ad76887	Can you un-merge a question in Quora?	How do you unmerge questions on Quora?	1.0
26319	048996afc141593a9ca3b2c76	What is the difference between pressure relief valve and pressure control valve in real life application?	What is pressure override in pressure relief valve?	0.0
336500	ee76f124d643d64b9c5e4d69a	What is it that we indians are collectively doing good?	What are the things that Indians are collectively doing in the right way?	1.0
346751	ab3a7e18af85df04eeafd6a74	How do I know if I’m an extrovert?	How will I know whether I’m an introvert or an extrovert?	1.0
362360	d7cd93fd4d9f2cb7950b8face	Why would you want to be in a relationship?	Why did you want a relationship?	1.0
147204	2d419796b3f4e72e1ebb2d9b2	How many deals does groupon\ Livingsocial sale in a month?	What were the results of the David Gray/Groupon deal?	0.0
44613	2fd07fc9752fdc16b9101be80	How do I get in touch with a small scale garment manufacturing unit in Calcutta?	How do I get in touch with small scale garment manufacturing unit in Bangalore?	0.0
318977	98e2a1dcfa9502130c16a4f5e	Both my parents are from Norway, but I learned English fluently when I was 5/6 years old. Am I bilingual?	I speak good English with my countrymen but when I am with people from English speaking countries I mess up. How do I cure this?	0.0
82481	d3eea27683ba7d0f1ef36df94	Which is the best pub in Indiranagar, Bangalore?	Which are the cheap and best pub in bangalore?	0.0
277941	97a2f390625d435f91dc5ed1b	What is limp home mode in a car?	What is a VW limp mode?	0.0
210205	fbb9e34790c2a25aa78a3a90f	Has anyone settled a medical malpractice case directly with the Doctor? I am in California.	Am a medical doctor in Nigeria. How can I work and live in Australia?	0.0
157356	642df916826bd1fe6f6c799ab	How do calculators claculate logarithms? What's the algorithm they use?	How do calculators calculate logarithms?	1.0
67666	f4499df63c30db68e5e2c31c8	What is the purpose of life? Why are we here?	What could be the basic purpose of life?	1.0
23148	64102c7ae8ab49d0c9e1f8a67	What it was like to grow up in Bihar when Lalu and later his wife ruled the state?	What is it like to grow up in Bihar?	0.0
382615	795c0cc82c445f9505de6fcfe	"""What was Hitler's primary goal: to rule the world, create the perfect human race or rid the world of """"vermin""""?"""	What races would have been allowed to live had Hitler won World War II?	0.0
65958	ab3c31070fa68c390e20ed37c	Why has Quora flagged this question as needing improvement?	Why does Quora always mark my answer as need for improvement?	1.0
209771	5de5adda4d58bc86512d6638c	What are the best sites for downloading movies?	What are the best sites to download movies?	1.0
388493	e32127f1afbba4c948b6a68ea	Have mages been scientifically tested?	Have sorcerers been scientifically tested?	1.0
18001	ba7b28c838e1a04730413a4d0	What is the most messed up thing you have ever done?	Why does most of the guys gets messed up in a relationship?	0.0
6978	66098cb1abc7ede2d8c27e15e	How can I make my hair grow faster in a month?	What can I do to make my hair grow faster?	0.0
335615	1d6b73ade8bf6067719b010d5	How do I stop my American Staffy/Kelpie mix from humping my furniture?	How do I stop my Australian Shepherd/Border Collie mix from humping my furniture?	1.0
150314	415012cf57d73b092d2167e7f	What are the best places to visit in Srilanka?	What are best places to visit Srilanka?	1.0
15448	21aadd3e81a26c9d1eb91ca3b	Why is displacement in nth second= displacement/ time?	Why do we assume displacement due to transverse load as negative second differential term?	0.0
305994	dae7a84e2f046969825d986d2	Do you need special shoes for crossfit training?	Which shoes would provide the best heel support while doing crossfit training?	0.0
324263	e3f19e3b0793117492bc17047	Is the United States a Republic or a Democracy?	Is the United States of America a republic or a democracy?	1.0
42997	0155bd970366da78bee611ed9	What is the best website for Forex trading?	What is the best website for Forex and trading?	1.0
149380	afb515bf86a053c9e3aad94fa	Why does my girlfriend refuse to have sex with me?	How do I have sex with my girlfriend?	0.0
160249	9ca77742f1af37fe358920156	What is the sweetest thing?	What is the sweetest thing you can do for your mother?	0.0
168655	ebd1a88390f3cbd58e8e47c61	What is the worst advice you have ever got?	What was the worst advice you have ever received?	1.0
315527	10a741b9295ae73efc4463ebf	As a UG CSE graduate, can I join companies like Lockheed Martin and Dassault?	How do I Convert commercial licence of 4wheelar into personal licence?	0.0
349968	380a235f0e1f677b66e3d34ec	Why and what makes some things burn when heated?	Why do things burn?	0.0
348798	e9b477e8e42bbaa0598a273ac	How is it possible for cops to trace a lost mobile using the IMEI number even after the SIM card has been taken out?	How do I find a sim card number using an IMEI number?	0.0
346515	41071605ada2bf71473b7d130	Why do some people think Americans are stupid?	Why are Americans deemed stupid?	1.0
197385	9c71d9662aedad5e29ec5e54e	What is the salary range for classification level L in Stanford University?	What is the salary range for classification levels G in Stanford University?	0.0
54596	43f91510b0595c4fa24c21e72	How often did Steve Jobs read books?	When I read about Steve Jobs, I become depressed comparing myself to him at my age (which is 29). What actions can I take to solve this problem?	0.0
169146	e5f026863cb197324cd1eb435	What is the best website for the preparation of eLitmus?	What is the best website to prepare for the eLitmus and AMCAT?	0.0
70020	ff3543428ab5baf14beee80f6	What is the best diet for fat loss?	How can I lose weight quickly?	0.0
75549	27cace6178b358d03e00df620	Who view my instagram video?	How do I see who viewed my Instagram video?	1.0
20754	cc6dac33b1a26830f9eee714d	"""What are """"tapes"""" in extensions?"""	Do you use tape extension?	0.0
152975	333bf0a48611f6348fc1d2d9a	What does ‘[math]![/math]’ as in [math]n![/math] mean in math?	What does ~ mean in math?	0.0
147786	1bfdc2e11d61d884e72375376	Which party will win in punjab?	Which party will win election in 2017 in punjab?	1.0
52879	6c9a18cb3fa28f5ee22f7d4f8	I’m searching for a coding bootcamp in Amsterdam, but I can find only 3 coding school. Someone knows more? Wish to learn Java/Javascript	How do I learn coding in C in 3 months?	0.0
35064	8e4fc6ed02bc3dc47e337bd8d	What universities does Splunk recruit new grads from? What majors are they looking for?	What universities does The Gap recruit new grads from? What majors are they looking for?	0.0
318787	5aca04c358ac92d520c78b32c	What's the best way to learn how to sing?	How do I learn how to sing?	1.0
82254	4fb20391084552ed9d9ae36c3	What is meant by a stock exchange?	What is meant by stock exchange?	1.0
75919	0fb249a41114cab426eb2c177	Can I prevent my daughter who is a felon from moving with me?	My parents introduced me to a very pretty girl, who is the daughter of my mom's friend. I recently found out that she is having sex for money. It completely broke me. No one else knows this but me. She is now asking me to move in with her, and promised to stop. Should I trust her?	0.0
142547	4e79b0834f9f6e9b157c1d856	What is the meaning of investments by owners?	What do you mean by investment?	0.0
229619	cfed231717cad855c2b5c434b	Facebook: How do I get fake likes on a Facebook status?	How do I get people to like my anime Facebook page?	0.0
278151	9613e20a7592c301a2b0e4123	Why is Narendra Modi promoting Jio?	Is it morally correct for our Prime Minister Narendra Modi to appear in advertisement of Reliance Jio?	1.0
52454	82853bc1570793adb1addd7ed	How do I build a home gym on a budget?	Home Gym: What should I buy first? A pull up bar or a squat rack? What is more essential?	0.0
356255	720dd3067fd5371a832318405	What are the health downsides of eating farmed salmon?	What's with the alleged toxicity of farmed salmon?	1.0
21160	ea85107e5aec576261ddc56e1	Why do few boys blush in front of girls?	Should I just close my heart to women?	0.0
184474	294053d49f665a1ebedef4c0f	When I'm alone I crave attention, but when I have attention I want to be left alone. Why?	I want to be alone, I want to be left alone. What is the difference?	0.0
332958	daeeec2c7e15a7c4417afe549	How embarrassing is it to be 30 years old and have never had a girlfriend and can't find a career you are passionate about?	I'm 14 and I just had sex for the first time, I feel so guilty and bad about myself, like I'm a failure. Why do I feel this? How do I feel better?	0.0
165075	b87f5d018e6759acae6f62f6c	How would I know if there's been suspicious activity on my Instagram?	How do I know if there is suspicious activity on my Instagram account? Will I get notified?	1.0
51622	56f4568f3b01a690d3e287e0f	Is it okay to eat two meals a day?	What will happen if i eat only two meals per day?	1.0
150446	ebbf909e7085706dc92ee128f	What percent of emails do professors not read?	What percent of undergrads do professors like? What percent do they dislike?	0.0
6991	693e0f48f379dddcbd99b07e3	What are common required and elective courses in nursing?	What are common required and elective courses in medicine?	0.0
30648	bb848d59f331ef11b7b461df0	How do I earn from Quora?	How can we earn from Quora?	1.0
391288	b3159f2dc8faca5f8edd5e3f9	Can you get pregnant from oral sex?	Can I Get Pregnant From Oral Sex?	1.0
376232	13fa9cb293310e06cb599f1ba	How do I beat laziness?	How can I beat laziness?	1.0
318775	e46328f30c60920894b4ee625	What is the salary of a pediatric surgeon in Australia?	What is the average salary of an Indian surgeon?	0.0
